title,summary,year,genre,director,cast,duration,language,poster_url,country
The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",2013,Horror,James Wan,"Patrick Wilson, Vera Farmiga, Lili Taylor, Ron Livingston, Mackenzie Foy",112,en,https://image.tmdb.org/t/p/w500/wVYREutTvI2tmxr6ujrHT704wGF.jpg,US
Fear Cabin: The Last Weekend of Summer,"Six friends rent a cabin in the middle of the woods on the last weekend of summer and set out to have an amazing time full of partying and drinking. Little do they know that they will be sharing this cabin with an unexpected guest, will they make it out alive?",2024,Horror,Brian Krainson,"Brody Wellmaker, Brian Krainson, Violet SinClair, Jennifer Barlow, Parker Denning",0,en,https://image.tmdb.org/t/p/w500/gaSqrnpSnTq5oYno0KnDyDXAF5r.jpg,US
Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",2024,Horror,Parker Finn,"Naomi Scott, Rosemarie DeWitt, Lukas Gage, Miles Gutierrez-Riley, Peter Jacobson",127,en,https://image.tmdb.org/t/p/w500/ht8Uv9QPv9y7K0RvUyJIaXOZTfd.jpg,US
Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",2025,Horror,Drew Hancock,"Sophie Thatcher, Jack Quaid, Lukas Gage, Megan Suri, Harvey Guillén",97,en,https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,US
Possessions,"Follows a father who seeks a fresh start with his son after the loss of his wife, and purchased a storage unit facility sight unseen, but secrets buried behind the metal doors become a parent's worst nightmare.",2024,Horror,Brent Cote,"Clive Standen, Yeardley Smith, Mason Wells, K.C. Clyde, Reynada Robinson",90,en,https://image.tmdb.org/t/p/w500/39a7zYZvkGfs7EOVVK3dQlWyYJ0.jpg,US
Locked,"When Eddie breaks into a luxury SUV, he steps into a deadly trap set by William, a self-proclaimed vigilante delivering his own brand of twisted justice. With no means of escape, Eddie must fight to survive in a ride where escape is an illusion, survival is a nightmare, and justice shifts into high gear.",2025,Horror,David Yarovesky,"Bill Skarsgård, Anthony Hopkins, Ashley Cartwright, Michael Eklund, Navid Charkhi",95,en,https://image.tmdb.org/t/p/w500/hhkiqXpfpufwxVrdSftzeKIANl3.jpg,"US, CA, CZ"
Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",2024,Horror,Damien Leone,"Lauren LaVera, David Howard Thornton, Samantha Scaffidi, Elliott Fullam, Margaret Anne Florence",125,en,https://image.tmdb.org/t/p/w500/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,US
Apocalypse Z: The Beginning of the End,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",2024,Horror,Carles Torrens,"Francisco Ortiz, José María Yázpik, Berta Vázquez, Iria del Río, Marta Poveda",119,es,https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,ES
Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014,Music,Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell",107,en,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg,US
Hedwig and the Angry Inch,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an 'internationally ignored' but divinely talented rock diva, inhabiting a 'beautiful gender of one'.",2001,Music,John Cameron Mitchell,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski, Rob Campbell",95,en,https://image.tmdb.org/t/p/w500/jafIFAW8sHQkzWPGoMDR4892dFI.jpg,US
Kiff Lore of the Ring Light,Kiff and her friends go on an adventure to destroy a ring light of immense power.,2025,Music,Allison Craig,"Kimiko Glenn, H Michael Croner, Eric Bauza, Vella Lovell, Nic Smal",24,en,https://image.tmdb.org/t/p/w500/tfdzBx8on6mHdXusi08ZEEPSFqx.jpg,
Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",2015,Music,Elizabeth Banks,"Anna Kendrick, Brittany Snow, Hailee Steinfeld, Rebel Wilson, Ester Dean",115,en,https://image.tmdb.org/t/p/w500/oFBQUufCV4c8WZoNhtGM17p884H.jpg,US
Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",2018,Music,Bryan Singer,"Rami Malek, Gwilym Lee, Ben Hardy, Joseph Mazzello, Lucy Boynton",135,en,https://image.tmdb.org/t/p/w500/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,"GB, US"
Oshi no Ko -The Final Act-,"Goro is a gynecologist and idol fan who’s in shock after his favorite star, Ai, announces an impromptu hiatus. Little does Goro realize that he’s about to forge a bond with her that defies all common sense! Lies are an idol’s weapon!",2024,Music,Smith,"Nagisa Saito, Kaito Sakurai, Asuka Saito, Nanoka Hara, Mizuki Kayashima",129,ja,https://image.tmdb.org/t/p/w500/nNvD1sbeMSsVL7m82U601JyGStG.jpg,JP
La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",2016,Music,Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, J.K. Simmons",129,en,https://image.tmdb.org/t/p/w500/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,US
Trolls Band Together,"When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",2023,Music,Walt Dohrn,"Anna Kendrick, Justin Timberlake, Camila Cabello, Eric André, Amy Schumer",91,en,https://image.tmdb.org/t/p/w500/bkpPTZUdq31UGDovmszsg2CchiI.jpg,US
Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",2024,Music,Garth Jennings,"Matthew McConaughey, Tori Kelly, Nick Kroll, Scarlett Johansson, Taron Egerton",11,en,https://image.tmdb.org/t/p/w500/i77OInTKcrnRlAozFOaB6D5mk15.jpg,US
Descendants,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",2015,Music,Kenny Ortega,"Dove Cameron, Sofia Carson, Cameron Boyce, Booboo Stewart, Mitchell Hope",112,en,https://image.tmdb.org/t/p/w500/65DkgHPSLVjgr6IYkpY9Aqqqid5.jpg,US
Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,2016,Music,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly",107,en,https://image.tmdb.org/t/p/w500/b8UiFXwMrSXVTHM0fb2twl8uE8a.jpg,"JP, US"
I'm Still a Superstar,"This documentary explores Yurena's meteoric rise to fame as Tamara, the media frenzy she faced in the 2000s and the present-day lives of her TV rivals.",2025,Music,Marc Pujolar,"Yurena, Margarita Seisdedos, Loly Alvarez, Leonardo Dantés, Paco Porras",0,es,https://image.tmdb.org/t/p/w500/7kkydknXOD67CCU6iLxgL0hcCdL.jpg,ES
Sister Act,"A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mob's hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV—and identification by the mob.",1992,Music,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Kathy Najimy, Wendy Makkena, Mary Wickes",100,en,https://image.tmdb.org/t/p/w500/xZvVSZ0RTxIjblLV87vs7ADM12m.jpg,US
Hurry Up Tomorrow,A musician plagued by insomnia is pulled into an odyssey with a stranger who begins to unravel the very core of his existence.,2025,Music,Trey Edward Shults,"The Weeknd, Jenna Ortega, Barry Keoghan, Riley Keough, Ash T",105,en,https://image.tmdb.org/t/p/w500/9W44XSMYbjXdlXcQhD104zPhhhJ.jpg,US
Basmati Blues,"Linda Watt is a sheltered but brilliant young scientist who is plucked out of her company's lab and sent to India by her CEO to sell ""Rice 9,"" a genetically modified rice she's created. However, unbeknownst to her, the rice will destroy the Indian farmers she thinks she's helping.",2017,Music,Dan Baron,"Brie Larson, Utkarsh Ambudkar, Donald Sutherland, Scott Bakula, Tyne Daly",106,en,https://image.tmdb.org/t/p/w500/8MR9Qiwfpi4ztGXe3MrIQOnX65r.jpg,US
Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",1987,Music,Emile Ardolino,"Jennifer Grey, Patrick Swayze, Jerry Orbach, Cynthia Rhodes, Jack Weston",100,en,https://image.tmdb.org/t/p/w500/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,US
Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",2016,Music,Mike Mitchell,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse, Christine Baranski",92,en,https://image.tmdb.org/t/p/w500/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg,US
A Man Called Adam,A famous jazz trumpeter finds himself unable to cope with the problems of everyday life.,1966,Music,Leo Penn,"Sammy Davis Jr., Ossie Davis, Cicely Tyson, Louis Armstrong, Frank Sinatra Jr.",99,en,https://image.tmdb.org/t/p/w500/lQQnlbhgFRCBmtuh1Lq42oBE1im.jpg,US
A Star Is Born,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",2018,Music,Bradley Cooper,"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay, Rafi Gavron",136,en,https://image.tmdb.org/t/p/w500/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,US
Dreamgirls,"A trio of female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",2006,Music,Bill Condon,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover, Jennifer Hudson",130,en,https://image.tmdb.org/t/p/w500/sG5JyOj8Spe13QkNJMH8b5kzQUh.jpg,US
Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",2009,Music,Betty Thomas,"Zachary Levi, David Cross, Jason Lee, Justin Long, Matthew Gray Gubler",88,en,https://image.tmdb.org/t/p/w500/8mdPqOga5fty15nXmaNcK1fsNMa.jpg,US
Descendants 2,"When the pressure to be royal becomes too much for Mal, she returns to the Isle of the Lost where her archenemy Uma, Ursula's daughter, has taken her spot as self-proclaimed queen.",2017,Music,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope",111,en,https://image.tmdb.org/t/p/w500/qoNlGfQmFZ37Gf5fRBaCTLlOZtx.jpg,US
Get Rich or Die Tryin',"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",2005,Music,Jim Sheridan,"50 Cent, Joy Bryant, Adewale Akinnuoye-Agbaje, Omar Benson Miller, Terrence Howard",117,en,https://image.tmdb.org/t/p/w500/aaEJu8vFKtrAoSRtw3xjCf1aM5d.jpg,US
A Song Is Born,The story of seven scholars in search of an expert to teach them about swing music. They seem to have found the perfect candidate in winsome nightclub singer Honey Swanson. But Honey's gangster boyfriend doesn't want to give her up.,1948,Music,Howard Hawks,"Danny Kaye, Virginia Mayo, Benny Goodman, Tommy Dorsey, Louis Armstrong",113,en,https://image.tmdb.org/t/p/w500/aSAR6nbRbAWOdcXz51LQsrMsTjS.jpg,US
Cheer Up,"An impoverished team of composer and songwriter try to secure financial backing for their new musical, with the assistance of a struggling actress working as a housemaid.",1936,Music,Leo Mittler,"Stanley Lupino, Sally Gray, Roddy Hughes, Gerald Barry, Kenneth Kove",72,en,https://image.tmdb.org/t/p/w500/9krHbHhOk4kwXfSTlQiG83LoOfe.jpg,GB
Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",1972,Music,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey, Fritz Wepper",124,en,https://image.tmdb.org/t/p/w500/fMhOeJ2TvuY46iYGmsowhgRXfnr.jpg,"DE, US"
How Great Thou Art,"This unforgettable gathering will capture the hearts of young and old alike and is a keepsake for families who long to pass along the Old, Old Story from generation to generation.",2007,Music,,"Bill Gaither, Mark Lowry",94,en,https://image.tmdb.org/t/p/w500/87L5UKOxDBhk4ohA7kgyajqKE6D.jpg,US
The Ballad of Wallis Island,An eccentric lottery winner who lives alone on a remote island tries to make his fantasies come true by getting his favourite musicians to perform at his home.,2025,Music,James Griffiths,"Tom Basden, Tim Key, Carey Mulligan, Sian Clifford, Akemnji Ndifornyen",100,en,https://image.tmdb.org/t/p/w500/AhmJOYdUn9katXqDk0ZpZanQ0xp.jpg,"GB, US"
The Ballad of Buster Scruggs,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",2018,Music,Joel Coen,"Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy, David Krumholtz",132,en,https://image.tmdb.org/t/p/w500/voxl654m7p36y8FLu8oQD7dfwwK.jpg,US
Revival,"Like a spark that ignites the grasslands, revival seems to come from nowhere and spreads across the wastelands of the human heart; it buns away the hulls and stubble, and come spring, new life sprouts from the charred waste! Songs of revival are the most exciting of all. They have energy. They have power to move us to tears and make us shout for the sheer joy of being truly alive. This Gaither Homecoming video will recall for the times when God's presence invaded your dry places and suddenly you knew 'resurrection' was more than just a word.",2007,Music,,"Sue Dodge, Bill Gaither, Gloria Gaither",88,en,https://image.tmdb.org/t/p/w500/Aiasn5RPfgHicthFgxMd7qcrOno.jpg,US
School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",2003,Music,Richard Linklater,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Miranda Cosgrove",110,en,https://image.tmdb.org/t/p/w500/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg,US
Israel Homecoming,"In an historic first for Bill and Gloria Gaither and their Homecoming Friends, Jerusalem -- the Holy City of God -- plays host for a moving videotaped visit to the cradle of Christianity. The concert was staged in David's Citadel, part of the original city of Jerusalem, and one of the most unique and sacred venues in the world. The entire countryside where Jesus lived, walked and died is showcased with stirring performances at the Garden Tomb, the Southern Steps and the Jordan River.",2005,Music,,"Gloria Gaither, Bill Gaither, Guy Penrod, Ben Speer",100,en,https://image.tmdb.org/t/p/w500/mJSGH1nCGZdPtOiW3hEjuVLkDPX.jpg,
The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",2014,Mystery,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Aml Ameen, Thomas Brodie-Sangster, Ki Hong Lee",113,en,https://image.tmdb.org/t/p/w500/ode14q7WtDugFDp78fo9lCsmay9.jpg,"US, GB"
Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014,Mystery,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry, Carrie Coon",149,en,https://image.tmdb.org/t/p/w500/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,US
The Devil's Advocate,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",1997,Mystery,Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones, Judith Ivey",144,en,https://image.tmdb.org/t/p/w500/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,"DE, US"
"It's Called 'Murder', Baby","In 1940s Los Angeles, private investigator Nick Popodopolis, is hired by actress Dixie Ray, to find her blackmailer.  Edited R version of adult film, Dixie Ray Hollywood Star.",1983,Mystery,Anthony Spinelli,"John Leslie, Juliet Anderson, Veronica Hart, Kelly Nichols, Samantha Fox",94,en,https://image.tmdb.org/t/p/w500/3t0AGedAVSiVOu8614okkVRyU1i.jpg,US
The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",1999,Mystery,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Donnie Wahlberg",107,en,https://image.tmdb.org/t/p/w500/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg,US
Black Bag,"When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.",2025,Mystery,Steven Soderbergh,"Cate Blanchett, Michael Fassbender, Tom Burke, Marisa Abela, Regé-Jean Page",94,en,https://image.tmdb.org/t/p/w500/hHPovtU4b96LHcoeEwRkGHI5btw.jpg,US
Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",1999,Mystery,Stanley Kubrick,"Tom Cruise, Nicole Kidman, Sydney Pollack, Marie Richardson, Rade Šerbedžija",159,en,https://image.tmdb.org/t/p/w500/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,"GB, US"
A Widow's Game,"When a man is found dead, the investigation shatters his widow's perfect facade and exposes a hidden double life in this thriller based on real events.",2025,Mystery,Carlos Sedes,"Ivana Baquero, Tristán Ulloa, Carmen Machi, Pepe Ocio, Joel Sánchez",122,es,https://image.tmdb.org/t/p/w500/yZOdrJDl2GwREoigC0y40kMosxj.jpg,ES
Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",2019,Mystery,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon",131,en,https://image.tmdb.org/t/p/w500/pThyQovXQrw2m0s9x82twj48Jq4.jpg,US
Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a Russian defector accuses her of being a Russian sleeper spy. She goes on the run, using all her skills and years of experience as a covert operative to elude capture, protect her husband, and stay one step ahead of her colleagues at the CIA. Her efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",2010,Mystery,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski, August Diehl",100,en,https://image.tmdb.org/t/p/w500/ppXyhOe8UCEOrBRSYqE3SkHwrcR.jpg,US
Skin. Like. Sun.,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",2009,Romance,Jennifer Lyon Bell,"Wim van Damme, Floor Wyns",60,fr,https://image.tmdb.org/t/p/w500/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,"NL, BE"
given the Movie: To the Sea,"Mafuyu doubts his place in the band, but a familiar face could be the spark that brings him back to the stage.",2024,Romance,Noriko Hashimoto,"Shogo Yano, Yuma Uchida, Masatomo Nakazawa, Takuya Eguchi, Fumiya Imai",80,ja,https://image.tmdb.org/t/p/w500/2VLnT5JtJ77ErG6GD3c1J628VLp.jpg,JP
Couple Exchange,"Nan-hee, who wants to enjoy her newlywed life, feels something wrong with her husband, Moo-yeong's body. No matter how much she tries to seduce him every night, Moo-yeong is unable to use his strength. One day, Nan-hee's high school classmate Yoo-na moves in next door. Nan-hee begins to heal Moo-yeong through Yoo-na's shocking suggestion.",2023,Romance,Jang Kwon,"Min Jo-ah, Do Hee, Min Do-yoon, Sang Woo, Lee Soo",90,ko,https://image.tmdb.org/t/p/w500/7WFlsCBnVyVfJxZWprAkU4poCaJ.jpg,KR
Materialists,"A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.",2025,Romance,Celine Song,"Dakota Johnson, Chris Evans, Pedro Pascal, Zoë Winters, Marin Ireland",116,en,https://image.tmdb.org/t/p/w500/eDo0pNruy0Qgj6BdTyHIR4cxHY8.jpg,"FI, US"
Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",2015,Romance,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk",125,en,https://image.tmdb.org/t/p/w500/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,US
Kalakal,"A seductive female garbage collector who embraces the life of an escort lady. Desperate to live a comfortable life, she leaves the dumpsite and enters the club. But can she also dump both her brother and her lover who remind her of her past?",2025,Romance,Roman Perez Jr.,"Aliya Raymundo, Gold Aceron, Jero Flores, Divine Villareal, Zel Fernandez",0,tl,https://image.tmdb.org/t/p/w500/KwhyuZn24FOs4Dl52g9KLpS48a.jpg,PH
Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016,Romance,Thea Sharrock,"Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance, Brendan Coyle",110,en,https://image.tmdb.org/t/p/w500/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,US
Ghosted,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie—but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",2023,Romance,Dexter Fletcher,"Chris Evans, Ana de Armas, Adrien Brody, Mike Moh, Amy Sedaris",117,en,https://image.tmdb.org/t/p/w500/liLN69YgoovHVgmlHJ876PKi5Yi.jpg,US
14 and Under,"This episodic film is a close relative of Wolf Hartwig's schoolgirl report movies, made by the same people, in a similar style, around similar topics. However, this one specifically focuses on the coming-of-age aspects, to an extent that it also touches on delicate issues such as paedophilia.",1973,Romance,Ernst Hofbauer,"Harald Baerow, Ulrike Butz, Elke Deuringer, Sonja Embriz, Marisa Feldy",87,de,https://image.tmdb.org/t/p/w500/sreO7KKeh6s99jYFl9XzpxDkOeZ.jpg,DE
Hotel Desire,"Antonia is a single mother who works as a hotel maid in Berlin. A normal hot summer day takes a dramatic turn when she crosses paths with a particular guest of the hotel, famous blind portrait painter Julius Pass.",2011,Romance,Sergej Moya,"Saralisa Volm, Clemens Schick, Jan-Gregor Kremp, Herbert Knaup, Palina Rojinski",38,de,https://image.tmdb.org/t/p/w500/myzQj8Rk178DrWsiZjVKjz7Kj9P.jpg,DE
Sipsipan,"At Sipsipan, a shady stop where truckers trade fuel for cash and pleasure, one man’s craving leads him down a path of lust, lies, and no return.",2025,Romance,Rodante Pajemna Jr.,"Micaella Raz, Lea Bernabe, Astrid Lee, JC Tan, Mark Dionisio",70,tl,https://image.tmdb.org/t/p/w500/s8L60mdRK3aBhu9EjXFAvc0KiSQ.jpg,PH
Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",2018,Romance,James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford, Rita Ora",105,en,https://image.tmdb.org/t/p/w500/jjPJ4s3DWZZvI4vw8Xfi4Vqa1Q8.jpg,US
The Wedding Banquet,"Frustrated with his commitment-phobic boyfriend Chris and running out of time, Min makes a proposal: a green-card marriage with their friend Angela in exchange for her partner Lee's expensive IVF. Elopement plans are upended, however, when Min's grandmother surprises them with an extravagant Korean wedding banquet.",2025,Romance,Andrew Ahn,"Bowen Yang, Lily Gladstone, Kelly Marie Tran, Han Gi-chan, Joan Chen",103,en,https://image.tmdb.org/t/p/w500/48scEvAG0H4PBWTt86sJeazExpN.jpg,US
Sidelined: The QB and Me,"Dallas, a burdened but headstrong dancer, is determined to get into the best dance school in the country—her late mother’s alma mater. However, that dream is suddenly derailed when the cheeky yet secretly grieving football star, Drayton, crashes into her life with a unique story of his own. Will the two of them be able to grow into their dreams together, or will their dreams be sidelined?",2025,Romance,Justin Wu,"Siena Agudong, Noah Beck, Drew Ray Tanner, James Van Der Beek, Deborah Cox",99,en,https://image.tmdb.org/t/p/w500/mSL6truNrWP1Bn9ng1rN0SkMI4f.jpg,CA
